Date,Name,Year,Letterboxd URI,Plot,Director1,Director2,Genre1,Genre2,Country1,Country2,RatingAvg,RatingCount
2021-10-31,The Deer Hunter,1978,https://boxd.it/1T6O,"A group of working-class friends decide to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",Michael Cimino,,War,Drama,UK,USA,4.2,223632.0
2021-10-31,Stir of Echoes,1999,https://boxd.it/1Ts6,"After being hypnotized by his sister-in-law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her.",David Koepp,,Mystery,Horror,USA,,3.27,37988.0
2021-10-31,The Machinist,2004,https://boxd.it/248c,"Trevor, an insomniac lathe operator, experiences unusual occurrences at work and home. A strange man follows him everywhere, but no one else seems to notice him.",Brad Anderson,,Thriller,Drama,Spain,,3.77,305329.0
2021-10-31,Road to Perdition,2002,https://boxd.it/24Lo,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",Sam Mendes,,Thriller,Drama,USA,,3.8,133332.0
2021-10-31,Inland Empire,2006,https://boxd.it/28d6,"As a Hollywood actress begins to adopt the persona of her character in a film, her world becomes nightmarish and surreal.",David Lynch,,Mystery,Fantasy,USA,Poland,3.87,131239.0
2021-10-31,Magnolia,1999,https://boxd.it/2aze,"On one random day in the San Fernando Valley, a dying father, a young wife, a male caretaker, a famous lost son, a police officer in love, a boy genius, an ex-boy genius, a game show host and an estranged daughter will each become part of a dazzling multiplicity of plots, but one story.",Paul Thomas Anderson,,Drama,,USA,,4.22,388184.0
2021-10-31,"Faster, Pussycat! Kill! Kill!",1965,https://boxd.it/2aBO,"A trio of thrill-seeking go-go dancers kidnap a young girl and attempt to seduce an old rancher and his two sons out of their small fortune, but their scheme doesn't play out as intended.",Russ Meyer,,Comedy,Crime,USA,,3.63,24820.0
2021-10-31,Million Dollar Baby,2004,https://boxd.it/2bdI,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",Clint Eastwood,,Drama,,Switzerland,USA,4.01,342159.0
2021-10-31,The Master,2012,https://boxd.it/2cBG,"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.",Paul Thomas Anderson,,Drama,,USA,,4.01,348470.0
2021-10-31,The Nightingale,2018,https://boxd.it/e1Ga,"In 1825, Clare, a 21-year-old Irish convict, chases a British soldier through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. She enlists the services of an Aboriginal tracker who is also marked by trauma from his own violence-filled past.",Jennifer Kent,,Western,Thriller,Australia,USA,3.72,67838.0
2021-10-31,The Party,2017,https://boxd.it/eEVS,"Various individuals think they’re coming together for a party in a private home, but a series of revelations results in a huge crisis that throws their belief systems – and their values – into total disarray.",Sally Potter,,Comedy,Drama,Denmark,UK,3.37,37434.0
2021-10-31,Mandy,2018,https://boxd.it/gtti,"The Shadow Mountains, 1983. Red and Mandy lead a loving and peaceful existence; but when their pine-scented haven is savagely destroyed, Red is catapulted into a phantasmagoric journey filled with bloody vengeance and laced with fire.",Panos Cosmatos,,Horror,Fantasy,Belgium,UK,3.61,256654.0
2021-10-31,Mother,2009,https://boxd.it/1m9g,"A mother lives quietly with her son. One day, a girl is brutally killed, and the boy is charged with the murder. Now, it's his mother's mission to prove him innocent.",Bong Joon Ho,,Drama,Crime,South Korea,,4.17,149412.0
2021-10-31,Hour of the Wolf,1968,https://boxd.it/1H9G,"While vacationing on a remote German island with his pregnant wife, an artist has an emotional breakdown while confronting his repressed desires.",Ingmar Bergman,,Drama,Horror,Sweden,,4.01,50260.0
2021-10-31,The Wrestler,2008,https://boxd.it/1So8,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",Darren Aronofsky,,Drama,Romance,USA,France,4.07,186933.0
2021-10-31,An American Werewolf in London,1981,https://boxd.it/29yk,"American tourists David and Jack are savaged by an unidentified vicious animal whilst hiking on the Yorkshire Moors. Retiring to the home of a beautiful nurse to recuperate, David soon experiences disturbing changes to his mind and body.",John Landis,,Comedy,Horror,UK,USA,3.84,237925.0
2021-10-31,Manhattan,1979,https://boxd.it/29Na,Manhattan explores how the life of a middle-aged television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,Woody Allen,,Comedy,Drama,USA,,3.9,145590.0
2021-10-31,Dogville,2003,https://boxd.it/2a8W,"When beautiful young Grace arrives in the isolated township of Dogville, the small community agrees to hide her from a gang of ruthless gangsters, and, in return, Grace agrees to do odd jobs for the townspeople.",Lars von Trier,,Crime,Thriller,Denmark,Finland,4.17,151170.0
2021-10-31,The Blues Brothers,1980,https://boxd.it/2adi,"Jake Blues, just released from prison, puts his old band back together to save the Catholic home where he and his brother Elwood were raised.",John Landis,,Comedy,Action,USA,,3.99,218747.0
2021-10-31,Casino,1995,https://boxd.it/2ads,"In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.",Martin Scorsese,,Crime,Drama,France,USA,4.2,511848.0
2021-10-31,Pi,1998,https://boxd.it/2ajq,"A mathematical genius discovers a link between numbers and reality, and thus believes he can predict the future.",Darren Aronofsky,,Drama,Thriller,USA,,3.72,127266.0
2021-10-31,The Straight Story,1999,https://boxd.it/2ass,"A retired farmer and widower in his 70s, Alvin Straight learns one day that his distant brother Lyle has suffered a stroke and may not recover. Alvin is determined to make things right with Lyle while he still can, but his brother lives in Wisconsin, while Alvin is stuck in Iowa with no car and no driver's license. Then he hits on the idea of making the trip on his old lawnmower, thus beginning a picturesque and at times deeply spiritual odyssey.",David Lynch,,Drama,,USA,UK,4.17,118839.0
2021-10-31,To Catch a Thief,1955,https://boxd.it/2avm,"An ex-thief is accused of enacting a new crime spree, so to clear his name he sets off to catch the new thief, who’s imitating his signature style.",Alfred Hitchcock,,Romance,Thriller,USA,,3.71,100197.0
2021-10-31,The Cabinet of Dr. Caligari,1920,https://boxd.it/2aOo,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",Robert Wiene,,Crime,Drama,Germany,,4.07,180058.0
2021-10-31,Alps,2011,https://boxd.it/2RHg,"A nurse, a paramedic, a gymnast and her coach offer a service for hire wherein they stand in for dead people by appointment, hired by relatives, friends or colleagues of the deceased, to assist with the grieving process.",Yorgos Lanthimos,,Drama,,Canada,France,3.31,36948.0
2021-10-31,Heaven Knows What,2014,https://boxd.it/8P1a,"A young heroin addict roams the streets of New York to panhandle and get her next fix, while her unstable boyfriend drifts in and out of her life at random.",Benny Safdie,Josh Safdie,Drama,Crime,France,USA,3.68,39445.0
2021-10-31,Good Time,2017,https://boxd.it/fcFu,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.",Benny Safdie,Josh Safdie,Thriller,Drama,USA,,4.0,601225.0
2021-10-31,Dragged Across Concrete,2018,https://boxd.it/fAly,"Two policemen, one an old-timer, the other his volatile younger partner, find themselves suspended when a video of their strong-arm tactics becomes the media's cause du jour. Low on cash and with no other options, these two embittered soldiers descend into the criminal underworld to gain their just due, but instead find far more than they wanted awaiting them in the shadows.",S. Craig Zahler,,Action,Thriller,Canada,UK,3.7,58500.0
2021-10-31,In Fabric,2018,https://boxd.it/h2sY,"A haunting ghost story set against the backdrop of a busy winter sales period in a department store, following the life of a cursed dress as it passes from person to person, with devastating consequences.",Peter Strickland,,Comedy,Horror,UK,,3.21,42253.0
2021-10-31,Happy as Lazzaro,2018,https://boxd.it/hiVs,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise’s son will change his world.",Alice Rohrwacher,,Drama,Fantasy,France,Germany,4.04,69398.0
2021-10-31,The House with Laughing Windows,1976,https://boxd.it/mG8,"A young restorer is commissioned to save a fresco representing the suffering of St. Sebastiano, which was painted on the wall of a local church by a mysterious, long-dead artist.",Pupi Avati,,Thriller,Mystery,Italy,,3.57,10461.0
2021-10-31,The Working Class Goes to Heaven,1971,https://boxd.it/pCe,"After losing a finger in a work accident, an Italian worker becomes increasingly involved in political and revolutionary groups.",Elio Petri,,Drama,,Italy,,3.94,10456.0
2021-10-31,Maelström,2000,https://boxd.it/1caI,A young woman's life spirals into chaos after she is involved in a hit-and-run accident. Then she encounters a mysterious man named Evian who offers her an opportunity for redemption. Narrated by a fish.,Denis Villeneuve,,Drama,Comedy,Canada,,3.25,14141.0
2021-10-31,Investigation of a Citizen Above Suspicion,1970,https://boxd.it/1tRY,"Rome, Italy. After committing a heinous crime, a senior police officer exposes evidence incriminating him because his moral commitment prevents him from circumventing the law and the social order it protects.",Elio Petri,,Drama,Thriller,Italy,,4.18,29087.0
2021-10-31,Another Woman,1988,https://boxd.it/1Aw4,"Marion is a woman who has learned to shield herself from her emotions. She rents an apartment to work undisturbed on her new book, but by some acoustic anomaly she can hear all that is said in the next apartment in which a psychiatrist holds his office. When she hears a young woman tell that she finds it harder and harder to bear her life, Marion starts to reflect on her own life. After a series of events she comes to understand how her unemotional attitude towards the people around her affected them and herself.",Woody Allen,,Drama,,USA,,3.69,13297.0
2021-10-31,Moon,2009,https://boxd.it/1IGQ,"With only three weeks left in his three-year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he awakens to find that he is not alone.",Duncan Jones,,Science Fiction,Drama,UK,USA,3.85,266939.0
2021-10-31,Darkman,1990,https://boxd.it/1YnK,"Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an experimental medical procedure, Westlake becomes known as Darkman, assuming alternate identities in his quest for revenge and a new life with a former love.",Sam Raimi,,Action,Thriller,USA,,3.36,68095.0
2021-10-31,Serpico,1973,https://boxd.it/1ZjE,New York cop Frank Serpico blows the whistle on the rampant corruption in the force only to have his comrades turn against him.,Sidney Lumet,,Drama,Crime,USA,,3.92,135234.0
2021-10-31,Prince of Darkness,1987,https://boxd.it/1ZKq,"A group of graduate students and scientists uncover an ancient canister in an abandoned church, but when they open it, they inadvertently unleash a strange liquid and an evil force on all of humanity.",John Carpenter,,Horror,,USA,,3.58,91911.0
2021-10-31,Amarcord,1973,https://boxd.it/20NA,"In an Italian seaside town, young Titta gets into trouble with his friends and watches various local eccentrics as they engage in often absurd behavior. Frequently clashing with his stern father and defended by his doting mother, Titta witnesses the actions of a wide range of characters, from his extended family to Fascist loyalists to sensual women, with certain moments shifting into fantastical scenarios.",Federico Fellini,,Drama,Comedy,France,Italy,4.12,57440.0
2021-10-31,Barry Lyndon,1975,https://boxd.it/25A2,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",Stanley Kubrick,,Drama,History,UK,USA,4.4,271970.0
2021-10-31,The Abyss,1989,https://boxd.it/26mK,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",James Cameron,,Adventure,Thriller,USA,,3.72,118574.0
2021-10-31,The Dreamers,2003,https://boxd.it/28X4,"When Isabelle and Theo invite Matthew to stay with them, what begins as a casual friendship ripens into a sensual voyage of discovery and desire in which nothing is off limits and everything is possible.",Bernardo Bertolucci,,Drama,Romance,France,Italy,3.57,209299.0
2021-10-31,Dog Day Afternoon,1975,https://boxd.it/29bg,"Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturile. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.",Sidney Lumet,,Crime,Drama,USA,,4.31,347335.0
2021-10-31,Lolita,1962,https://boxd.it/29Ag,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",Stanley Kubrick,,Comedy,Romance,UK,USA,3.48,192160.0
2021-10-31,The Lives of Others,2006,https://boxd.it/2a4A,"In 1983 East Berlin, dedicated Stasi officer Gerd Wiesler begins spying on a famous playwright and his actress-lover Christa-Maria. Wiesler becomes unexpectedly sympathetic to the couple, and faces conflicting loyalties when his superior takes a liking to Christa-Maria.",Florian Henckel von Donnersmarck,,Drama,Thriller,France,Germany,4.28,153008.0
2021-10-31,La Dolce Vita,1960,https://boxd.it/2anC,"Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",Federico Fellini,,Drama,Comedy,France,Italy,4.27,119608.0
2021-10-31,La Strada,1954,https://boxd.it/2asi,"When Gelsomina, a naïve young woman, is purchased from her impoverished mother by brutish circus strongman Zampanò to be his wife and partner, she loyally endures her husband's coldness and abuse as they travel the Italian countryside performing together. Soon Zampanò must deal with his jealousy and conflicted feelings about Gelsomina when she finds a kindred spirit in Il Matto, the carefree circus fool, and contemplates leaving Zampanò.",Federico Fellini,,Drama,,Italy,,4.18,70391.0
2021-10-31,"Crouching Tiger, Hidden Dragon",2000,https://boxd.it/2b1M,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",Ang Lee,,Drama,Romance,Hong Kong,Taiwan,4.06,211484.0
2021-10-31,Dracula,1931,https://boxd.it/2b34,"British estate agent Renfield travels to Transylvania to meet the mysterious Count Dracula, who is interested in leasing a castle in London. After Dracula enslaves Renfield and drives him to insanity, the pair sail to London together and Dracula, a secret vampire, begins preying on London socialites.",Tod Browning,,Horror,,USA,,3.56,118622.0
2021-10-31,Venus in Fur,2013,https://boxd.it/5WhS,An enigmatic actress may have a hidden agenda when she auditions for a part in a misogynistic writer's play.,Roman Polanski,,Drama,,France,Poland,3.64,18348.0
2021-10-31,Color Out of Space,2019,https://boxd.it/k1HY,"The Gardner family moves to a remote farmstead in rural New England to escape the hustle of the 21st century. They are busy adapting to their new life when a meteorite crashes into their front yard, melts into the earth, and infects both the land and the properties of space-time with a strange, otherworldly colour. To their horror, the family discovers this alien force is gradually mutating every life form that it touches—including them.",Richard Stanley,,Science Fiction,Thriller,Malaysia,Portugal,3.18,131783.0
2021-10-31,The Crazies,1973,https://boxd.it/1nwg,"Citizens of a small town are infected by a biological weapon that causes its victims to become violently insane. As uninfected citizens struggle to survive, the military readies its own response.",George A. Romero,,Horror,Science Fiction,USA,,3.19,25209.0
2021-10-31,The Innocents,1961,https://boxd.it/1KeY,A young governess for two children becomes convinced that the house and grounds are haunted by ghosts and that the children are being possessed.,Jack Clayton,,Horror,Mystery,UK,,4.12,53407.0
2021-10-31,The Hills Have Eyes,1977,https://boxd.it/1Sa6,"Taking an ill-advised detour en-route to California, the Carter family soon run into trouble when their RV breaks down in the middle of the desert. Stranded, they find themselves at the mercy of monstrous cannibals lurking in the surrounding hills.",Wes Craven,,Thriller,Horror,USA,,3.1,85476.0
2021-10-31,Henry: Portrait of a Serial Killer,1986,https://boxd.it/1VCM,"Henry likes to kill people, in different ways each time. Henry shares an apartment with Otis. When Otis' sister comes to stay, we see both sides of Henry: ""the guy next door"" and the serial killer.",John McNaughton,,Thriller,Horror,USA,,3.55,55154.0
2021-10-31,One Hour Photo,2002,https://boxd.it/1YT2,"Sy ""the photo guy"" Parrish has lovingly developed photos for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually believes he's part of their family. When ""Uncle"" Sy's picture-perfect fantasy collides with an ugly dose of reality, what happens next ""has the spine-tingling elements of the best psychological thrillers!""",Mark Romanek,,Thriller,Drama,USA,,3.48,119737.0
2021-10-31,"Synecdoche, New York",2008,https://boxd.it/23zw,"A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.",Charlie Kaufman,,Drama,,USA,,4.18,224703.0
2021-10-31,I'm Not There,2007,https://boxd.it/24Ys,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.",Todd Haynes,,Drama,Music,Germany,USA,3.69,50600.0
2021-10-31,Being John Malkovich,1999,https://boxd.it/2ahu,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",Spike Jonze,,Comedy,Fantasy,USA,,4.07,412109.0
2021-10-31,Brokeback Mountain,2005,https://boxd.it/2b2q,"In 1960s Wyoming, two men develop a strong emotional and sexual relationship that endures as a lifelong connection complicating their lives as they get married and start families of their own.",Ang Lee,,Romance,Drama,Canada,USA,4.13,1016027.0
2021-10-31,Hero,2002,https://boxd.it/2bcq,"During China's Warring States period, a district prefect arrives at the palace of Qin Shi Huang, claiming to have killed the three assassins who had made an attempt on the king's life three years ago.",Zhang Yimou,,Drama,Adventure,Hong Kong,China,3.98,94270.0
2021-10-31,Moonrise Kingdom,2012,https://boxd.it/2Wng,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",Wes Anderson,,Romance,Drama,USA,,4.02,869911.0
2021-10-31,The Devil,1972,https://boxd.it/3iRC,"Young Polish nobleman Jakub is saved from imprisonment by a stranger. In return, the stranger wants to obtain a list of Jakub’s fellow conspirators. As he follows his mysterious savior across the country, Jakub is affected by the overall chaos and moral corruption; he goes insane and becomes a mass murderer.",Andrzej Żuławski,,Drama,History,Poland,,3.86,10560.0
2021-10-31,Spring Breakers,2012,https://boxd.it/421s,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",Harmony Korine,,Drama,Crime,France,USA,2.79,303806.0
2021-10-31,Dallas Buyers Club,2013,https://boxd.it/4O8G,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",Jean-Marc Vallée,,History,Drama,USA,,3.99,509765.0
2021-10-31,The Invitation,2015,https://boxd.it/9OUU,"Will and his new girlfriend Kira are invited to a dinner with old friends at the house of Will’s ex Eden and her new partner David. Although the evening appears to be relaxed, Will soon gets a creeping suspicion that their charming host David is up to something.",Karyn Kusama,,Thriller,Horror,USA,,3.3,209848.0
2021-10-31,It Comes at Night,2017,https://boxd.it/eLuk,"Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son, but this will soon be put to test when a desperate young family arrives seeking refuge.",Trey Edward Shults,,Drama,Mystery,USA,,3.16,203828.0
2021-10-31,The White Ribbon,2009,https://boxd.it/17eU,An aged tailor recalls his life as the schoolteacher of a small village in Northern Germany that was struck by a series of strange events in the year leading up to WWI.,Michael Haneke,,Drama,Mystery,Italy,Germany,4.22,69985.0
2021-10-31,Mishima: A Life in Four Chapters,1985,https://boxd.it/1sBA,"A fictional account of the life of Japanese author Yukio Mishima, combining dramatizations of three of his novels and a depiction of the events of November 25th, 1970.",Paul Schrader,,Drama,,Japan,USA,4.42,84470.0
2021-10-31,Ms .45,1981,https://boxd.it/1AWG,"A shy and mute seamstress goes insane after being attacked and raped twice in one day. She wanders the New York streets at night in a sexy black dress with her attacker's gun strapped to her garter belt, blowing away any man who tries to pick her up.",Abel Ferrara,,Crime,Thriller,USA,,3.79,44459.0
2021-10-31,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,https://boxd.it/1ULy,"Four talented alien musicians are kidnapped by a record producer who disguises them as humans. Shep, a space pilot in love with bass player Stella, follows them to Earth. Reprogrammed to forget their real identities and renamed The Crescendolls, the group quickly becomes a huge success playing soulless corporate pop. At a concert, Shep manages to free all the musicians except Stella, and the band sets out to rediscover who they really are — and to rescue Stella.",Kazuhisa Takenouchi,Leiji Matsumoto,Adventure,Science Fiction,France,Japan,4.24,58629.0
2021-10-31,Carlito's Way,1993,https://boxd.it/226e,"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him, and lead a better life outside NYC.",Brian De Palma,,Thriller,Drama,USA,,4.07,140081.0
2021-10-31,The Great Escape,1963,https://boxd.it/22kA,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",John Sturges,,Drama,War,USA,,4.15,113310.0
2021-10-31,L.A. Confidential,1997,https://boxd.it/27oC,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,Curtis Hanson,,Mystery,Drama,USA,,4.08,316748.0
2021-10-31,True Romance,1993,https://boxd.it/2aBa,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",Tony Scott,,Romance,Crime,USA,France,3.94,220107.0
2021-10-31,Strange Days,1995,https://boxd.it/2aGO,"Former policeman Lenny Nero has moved into a more lucrative trade: the illegal sale of virtual reality-like recordings that allow users to experience the emotions and past experiences of others. While they typically contain tawdry incidents, Nero is shocked when he receives one showing a murder.",Kathryn Bigelow,,Crime,Science Fiction,USA,,3.82,68729.0
2021-10-31,Amadeus,1984,https://boxd.it/2aH8,Disciplined Italian composer Antonio Salieri becomes consumed by jealousy and resentment towards the hedonistic and remarkably talented young Viennese composer Wolfgang Amadeus Mozart.,Miloš Forman,,History,Drama,USA,,4.33,370230.0
2021-10-31,The Turin Horse,2011,https://boxd.it/2Qsk,A monumental windstorm and an abused horse's refusal to work or eat signal the beginning of the end for a poor farmer and his daughter.,Béla Tarr,,Drama,,France,Germany,4.21,34031.0
2021-10-31,Holy Motors,2012,https://boxd.it/3wai,"We follow 24 hours in the life of a being moving from life to life like a cold and solitary assassin moving from hit to hit. In each of these interwoven lives, the being possesses an entirely distinct identity: sometimes a man, sometimes a woman, sometimes youthful, sometimes old. By turns murderer, beggar, company chairman, monstrous creature, worker, family man.",Leos Carax,,Fantasy,Drama,Germany,France,3.91,85868.0
2021-10-31,A Girl Walks Home Alone at Night,2014,https://boxd.it/7nZE,"In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire.",Ana Lily Amirpour,,Horror,Romance,USA,,3.78,125367.0
2021-10-31,Leviathan,2014,https://boxd.it/7Ub8,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",Andrey Zvyagintsev,,Crime,Drama,Russia,,4.02,46031.0
2021-10-31,The Bad Batch,2016,https://boxd.it/acEG,Arlen is sent to a fenced-off wasteland where undesirables are exiled to when she is kidnapped by a group of cannibals. She escapes and ends up on a journey to reunite a missing girl with her father.,Ana Lily Amirpour,,Drama,Action,USA,,2.59,40185.0
2021-10-31,Son of Saul,2015,https://boxd.it/b6r4,"In the horror of 1944 Auschwitz, a prisoner forced to burn the corpses of his own people finds moral survival trying to save from the flames the body of a boy he takes for his son, seeking to give him a proper jewish burial.",László Nemes,,Drama,Thriller,France,Hungary,4.09,53380.0
2021-10-31,Cold War,2018,https://boxd.it/fEoc,"A man and a woman meet in the ruins of post-war Poland. With vastly different backgrounds and temperaments, they are fatally mismatched and yet drawn to each other.",Paweł Pawlikowski,,Romance,Music,Poland,UK,4.04,153668.0
2021-10-31,First Reformed,2017,https://boxd.it/go9C,A pastor of a small church in upstate New York starts to spiral out of control after a soul-shaking encounter with an unstable environmental activist and his pregnant wife.,Paul Schrader,,Drama,,USA,,4.04,230504.0
2021-10-31,Burning,2018,https://boxd.it/hHUa,"Deliveryman Jong-su is out on a job when he runs into Hae-mi, a girl who once lived in his neighborhood. She asks if he'd mind looking after her cat while she's away on a trip to Africa. On her return, she introduces to Jong-su an enigmatic young man named Ben, who she met during her trip. One day Ben tells Jong-su about his most unusual hobby.",Lee Chang-dong,,Thriller,Drama,Japan,South Korea,4.05,270014.0
2021-10-31,L'Argent,1983,https://boxd.it/XIg,"A forged 500-franc note is passed from person to person and shop to shop, until it falls into the hands of a genuine innocent who doesn't see it for what it is—which will have devastating consequences on his life.",Robert Bresson,,Drama,Crime,France,Switzerland,4.0,34869.0
2021-10-31,Planet of the Vampires,1965,https://boxd.it/1HQg,"After landing on a mysterious planet, a team of astronauts begin to turn on each other, swayed by the uncertain influence of the planet and its strange inhabitants.",Mario Bava,,Science Fiction,Horror,Italy,Spain,3.24,12519.0
2021-10-31,Things to Come,1936,https://boxd.it/258i,"The story of a century: a decades-long second World War leaves plague and anarchy, then a rational state rebuilds civilization and attempts space travel.",William Cameron Menzies,,Drama,Science Fiction,UK,,3.29,8147.0
2021-10-31,Training Day,2001,https://boxd.it/27A4,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",Antoine Fuqua,,Action,Drama,USA,,4.0,393137.0
2021-10-31,"4 Months, 3 Weeks and 2 Days",2007,https://boxd.it/27DW,Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion.,Cristian Mungiu,,Drama,,Belgium,Romania,4.24,48941.0
2021-10-31,Little Miss Sunshine,2006,https://boxd.it/29EW,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",Valerie Faris,Jonathan Dayton,Drama,Comedy,USA,,4.19,1469459.0
2021-10-31,Rampage,1987,https://boxd.it/3q6u,"Liberal district attorney decides to seek the death penalty for a man who slaughtered a family at Christmastime, then drank their blood. He escapes, though, and starts killing again.",William Friedkin,,Drama,Crime,USA,,3.07,2480.0
2021-10-31,Loveless,2017,https://boxd.it/fcFa,"Zhenya and Boris are going through a vicious divorce marked by resentment, frustration and recriminations. Already embarking on new lives, each with a new partner, they are impatient to start again, to turn the page – even if it means threatening to abandon their 12-year-old son Alyosha. Until, after witnessing one of their fights, Alyosha disappears.",Andrey Zvyagintsev,,Drama,,Belgium,France,3.9,39264.0
2021-10-31,Malignant,2021,https://boxd.it/mViE,"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.",James Wan,,Mystery,Horror,USA,,3.06,407781.0
2021-11-05,Rubber,2010,https://boxd.it/P2m,"A group of people gather in the California desert to watch a ""film"" set in the late 1990s featuring a sentient, homicidal car tire named Robert. The assembled crowd of onlookers watch as Robert becomes obsessed with a beautiful and mysterious woman and goes on a rampage through a desert town.",Quentin Dupieux,,Comedy,Horror,France,,2.86,62361.0
